@relation 'cjlt123.txt-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.attribute.Remove-R1-79,81-100,103,107-124,126-127,129-220,222-223,225-270'

@attribute att_80 numeric
@attribute att_101 numeric
@attribute att_102 numeric
@attribute att_104 numeric
@attribute att_105 numeric
@attribute att_106 numeric
@attribute att_125 numeric
@attribute att_128 numeric
@attribute att_221 numeric
@attribute att_224 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}

@data
{0 0.065229,1 0.317812,2 -0.004815,3 0.432748,4 -0.936897,5 -0.812235,6 -0.150397,7 -0.254513,8 -0.215572,9 -0.221718,10 7}
{0 0.030958,1 0.323471,2 0.110032,3 0.491847,4 -0.94076,5 -0.887518,6 -0.122672,7 -0.275765,8 -0.179768,9 -0.150787,10 7}
{0 -0.007844,1 0.206958,2 -0.232662,3 0.215113,4 -0.943532,5 -0.78517,6 -0.388107,7 0.190064,8 -0.112287,9 -0.132825,10 7}
{0 -0.001946,1 0.332092,2 0.060525,3 0.476287,4 -0.939711,5 -0.783215,6 -0.160279,7 -0.163037,8 -0.126416,9 -0.092686,10 7}
{0 -0.157004,1 0.51682,2 -0.315022,3 0.486543,4 -0.91385,5 -0.874498,6 -0.217962,7 -0.181429,8 -0.227418,9 -0.23888,10 7}
{0 0.0241,1 0.337317,2 -0.11912,3 0.39446,4 -0.934994,5 -0.820701,6 -0.208921,7 -0.180456,8 -0.233076,9 -0.263457,10 7}
{0 0.082848,1 0.156836,2 -0.297524,3 0.134208,4 -0.946452,5 -0.532425,6 -0.339368,7 0.171791,8 -0.206733,9 -0.212803,10 7}
{0 -0.051005,1 0.206107,2 -0.264812,3 0.195922,4 -0.944199,5 -0.777134,6 -0.396532,7 0.191829,8 -0.182135,9 -0.20815,10 7}
{0 0.01672,1 0.230969,2 -0.140415,3 0.286675,4 -0.942594,5 -0.78709,6 -0.31124,7 0.030418,8 -0.200516,9 -0.214774,10 7}
{0 -0.050141,1 0.266745,2 -0.125552,3 0.325649,4 -0.942145,5 -0.779197,6 -0.318851,7 0.025746,8 -0.18665,9 -0.211254,10 7}
{0 -0.014591,1 0.349436,2 -0.214527,3 0.357544,4 -0.937346,5 -0.799609,6 -0.254244,7 -0.063937,8 -0.220202,9 -0.234256,10 7}
{0 0.037061,1 0.275815,2 -0.120161,3 0.336615,4 -0.941501,5 -0.783215,6 -0.256486,7 -0.082331,8 -0.240882,9 -0.248018,10 7}
{0 0.033535,1 0.346849,2 -0.01223,3 0.454973,4 -0.939241,5 -0.783215,6 -0.169769,7 -0.276702,8 -0.203078,9 -0.230899,10 7}
{0 0.059517,1 0.309347,2 -0.151541,3 0.350953,4 -0.941004,5 -0.777134,6 -0.208427,7 -0.151855,8 -0.247365,9 -0.282625,10 7}
{0 0.024144,1 0.362119,2 -0.150054,3 0.402506,4 -0.936705,5 -0.801278,6 -0.151693,7 -0.231822,8 -0.28346,9 -0.306013,10 7}
{0 0.027365,1 0.352462,2 -0.077468,3 0.428484,4 -0.939871,5 -0.775035,6 -0.151006,7 -0.230286,8 -0.246973,9 -0.24448,10 7}
{0 0.052822,1 0.301006,2 -0.003346,3 0.417759,4 -0.941449,5 -0.775035,6 -0.189031,7 -0.207304,8 -0.204429,9 -0.214475,10 7}
{0 0.009564,1 0.410912,2 -0.259652,3 0.397273,4 -0.934792,5 -0.802924,6 -0.180687,7 -0.206181,8 -0.279058,9 -0.303102,10 7}
{0 -0.008162,1 0.421766,2 -0.181431,3 0.446912,4 -0.93419,5 -0.804545,6 -0.195956,7 -0.221664,8 -0.209222,9 -0.231252,10 7}
{0 -0.097525,1 0.495555,2 -0.198171,3 0.517018,4 -0.928175,5 -0.824659,6 -0.160179,7 -0.296795,8 -0.236236,9 -0.243566,10 7}
{0 -0.070146,1 0.46069,2 -0.211744,3 0.473589,4 -0.926744,5 -0.838872,6 -0.157551,7 -0.285975,8 -0.255751,9 -0.304815,10 7}
{0 -0.045563,1 0.46099,2 -0.236868,3 0.460864,4 -0.937011,5 -0.770707,6 -0.185333,7 -0.238725,8 -0.242586,9 -0.25731,10 7}
{0 -0.168659,1 0.504161,2 -0.254146,3 0.499986,4 -0.932021,5 -0.799609,6 -0.197584,7 -0.216644,8 -0.243756,9 -0.259893,10 7}
{0 -0.355133,1 0.645856,2 -0.873948,3 0.374847,4 -0.885513,5 -1,6 0.458342,7 -0.170627,8 -0.653723,9 -0.644241,10 8}
{0 -0.376234,1 0.626493,2 -0.857415,3 0.356469,4 -0.892058,5 -1,6 0.311954,7 -0.066824,8 -0.586981,9 -0.561373,10 8}
{0 -0.357161,1 0.594872,2 -0.821795,3 0.331677,4 -0.892947,5 -1,6 0.390719,7 -0.071255,8 -0.617129,9 -0.607324,10 8}
{0 -0.400246,1 0.611404,2 -0.799808,3 0.365415,4 -0.892855,5 -1,6 0.307729,7 -0.048125,8 -0.566998,9 -0.532996,10 8}
{0 -0.330638,1 0.591199,2 -0.850557,3 0.311513,4 -0.894841,5 -1,6 0.192521,7 0.012134,8 -0.509785,9 -0.50878,10 8}
{0 -0.136619,1 0.527217,2 -0.764623,3 0.271493,4 -0.923138,5 -1,6 0.111391,7 -0.012778,8 -0.452692,9 -0.460086,10 8}
{0 -1,1 0.702886,2 -0.977096,3 0.403639,4 -0.923662,5 -1,6 0.716007,7 0.040036,8 -0.551377,9 -0.591704,10 8}
{0 -0.391123,1 0.605337,2 -0.798669,3 0.357815,4 -0.893013,5 -0.90384,6 0.244409,7 -0.035787,8 -0.547909,9 -0.525376,10 8}
{0 -0.34301,1 0.548044,2 -0.774935,3 0.293675,4 -0.901782,5 -1,6 0.214006,7 0.043934,8 -0.533742,9 -0.507729,10 8}
{0 -0.296994,1 0.482933,2 -0.851441,3 0.163627,4 -0.903954,5 -1,6 0.056193,7 0.199015,8 -0.461995,9 -0.476933,10 8}
{0 -0.409732,1 0.575026,2 -0.787333,3 0.322994,4 -0.898653,5 -0.898523,6 0.130208,7 0.07377,8 -0.462872,9 -0.449597,10 8}
{0 -0.371899,1 0.52547,2 -0.797274,3 0.251509,4 -0.907825,5 -0.887518,6 0.087696,7 0.166995,8 -0.437175,9 -0.418696,10 8}
{0 -0.372159,1 0.563362,2 -0.778587,3 0.312019,4 -0.904448,5 -0.889604,6 0.14141,7 0.072617,8 -0.458073,9 -0.447243,10 8}
{0 -0.302182,1 0.524865,2 -0.820039,3 0.238071,4 -0.905845,5 -1,6 0.033979,7 0.103476,8 -0.478787,9 -0.495535,10 8}
{0 -0.256264,1 0.525321,2 -0.822748,3 0.237192,4 -0.903041,5 -0.89677,6 0.091091,7 0.097118,8 -0.47186,9 -0.469498,10 8}
{0 -0.307857,1 0.516796,2 -0.826388,3 0.223706,4 -0.901862,5 -0.89981,6 0.103239,7 0.140842,8 -0.46701,9 -0.467861,10 8}
{0 -0.367864,1 0.491094,2 -0.814875,3 0.195903,4 -0.903147,5 -1,6 -0.005703,7 0.2426,8 -0.407005,9 -0.394907,10 8}
{0 -0.313219,1 0.466744,2 -0.820217,3 0.160378,4 -0.908838,5 -0.893062,6 0.027005,7 0.239603,8 -0.422454,9 -0.425394,10 8}
{0 -0.230881,1 0.419508,2 -0.831521,3 0.090937,4 -0.910998,5 -1,6 0.01818,7 0.266894,8 -0.429667,9 -0.434954,10 8}
{0 -0.224255,1 0.461513,2 -0.835378,3 0.144418,4 -0.904733,5 -1,6 -0.015799,7 0.21023,8 -0.431387,9 -0.432392,10 8}
{0 -0.284429,1 0.463728,2 -0.835445,3 0.147335,4 -0.904812,5 -1,6 -0.033169,7 0.242584,8 -0.416412,9 -0.421263,10 8}
{0 -0.26177,1 0.469471,2 -0.838113,3 0.153392,4 -0.908898,5 -1,6 0.044475,7 0.216504,8 -0.439126,9 -0.436909,10 8}
{0 -0.271882,1 0.474462,2 -0.823918,3 0.168482,4 -0.905727,5 -0.898094,6 -0.000831,7 0.211553,8 -0.413716,9 -0.425706,10 8}
{0 -0.26529,1 0.483646,2 -0.808684,3 0.189549,4 -0.907987,5 -1,6 0.04567,7 0.198848,8 -0.418634,9 -0.402278,10 8}
{0 -0.299011,1 0.474637,2 -0.825413,3 0.167829,4 -0.906428,5 -1,6 0.009718,7 0.224387,8 -0.416415,9 -0.426778,10 8}
{0 -0.294116,1 0.460334,2 -0.812064,3 0.156755,4 -0.905749,5 -1,6 0.028346,7 0.241128,8 -0.419705,9 -0.414246,10 8}
{0 0.089823,1 0.630001,2 -0.861367,3 0.35918,4 -0.909608,5 -1,6 0.09234,7 -0.509188,8 -0.561476,9 -0.60311,10 9}
{0 0.037715,1 0.636404,2 -0.89677,3 0.349862,4 -0.912112,5 -1,6 0.292245,7 -0.594934,8 -0.714472,9 -0.753431,10 9}
{0 0.025229,1 0.629052,2 -0.861941,3 0.357639,4 -0.899215,5 -1,6 0.387272,7 -0.488307,8 -0.628266,9 -0.663353,10 9}
{0 0.101952,1 0.592957,2 -0.835304,3 0.321858,4 -0.911025,5 -1,6 0.326755,7 -0.456809,8 -0.595851,9 -0.624703,10 9}
{0 0.143283,1 0.559806,2 -0.85473,3 0.266187,4 -0.911226,5 -1,6 0.372842,7 -0.442722,8 -0.645329,9 -0.680398,10 9}
{0 0.117333,1 0.627487,2 -0.779129,3 0.397382,4 -0.909459,5 -1,6 0.199012,7 -0.558554,8 -0.506143,9 -0.524963,10 9}
{0 0.089341,1 0.631852,2 -0.832586,3 0.37637,4 -0.912057,5 -1,6 0.269617,7 -0.563034,8 -0.580177,9 -0.608735,10 9}
{0 0.091278,1 0.644292,2 -0.827331,3 0.39608,4 -0.907131,5 -1,6 0.31267,7 -0.58738,8 -0.555656,9 -0.580358,10 9}
{0 0.093223,1 0.623393,2 -0.864305,3 0.348542,4 -0.909116,5 -1,6 0.338215,7 -0.537905,8 -0.61403,9 -0.646407,10 9}
{0 0.101323,1 0.631508,2 -0.824237,3 0.380147,4 -0.909811,5 -1,6 0.300126,7 -0.570546,8 -0.572159,9 -0.591811,10 9}
{0 0.033261,1 0.669489,2 -0.843984,3 0.422435,4 -0.906048,5 -1,6 0.276314,7 -0.625067,8 -0.587501,9 -0.613852,10 9}
{0 0.013215,1 0.63146,2 -0.881944,3 0.350625,4 -0.90953,5 -1,6 0.384761,7 -0.489002,8 -0.673368,9 -0.693293,10 9}
{0 0.119531,1 0.625325,2 -0.818487,3 0.374621,4 -0.911261,5 -1,6 0.254275,7 -0.627396,8 -0.606056,9 -0.623607,10 9}
{0 0.176504,1 0.571714,2 -0.844974,3 0.287671,4 -0.918272,5 -1,6 0.254598,7 -0.578957,8 -0.680024,9 -0.708824,10 9}
{0 0.09431,1 0.618532,2 -0.806819,3 0.371289,4 -0.914403,5 -1,6 0.291481,7 -0.577527,8 -0.603591,9 -0.625327,10 9}
{0 0.109076,1 0.615193,2 -0.813381,3 0.363437,4 -0.912896,5 -1,6 0.345156,7 -0.572289,8 -0.600829,9 -0.621286,10 9}
{0 0.068502,1 0.631036,2 -0.848705,3 0.367106,4 -0.906442,5 -1,6 0.362598,7 -0.526874,8 -0.599456,9 -0.625154,10 9}
{0 0.101402,1 0.636539,2 -0.862709,3 0.36752,4 -0.910968,5 -1,6 0.309946,7 -0.592425,8 -0.605265,9 -0.636448,10 9}
{0 0.030139,1 0.663032,2 -0.834826,3 0.418061,4 -0.905523,5 -1,6 0.337357,7 -0.570697,8 -0.56007,9 -0.588014,10 9}
{0 0.135083,1 0.65629,2 -0.830237,3 0.411069,4 -0.906475,5 -1,6 0.224898,7 -0.748649,8 -0.566938,9 -0.59581,10 9}
{0 0.197889,1 0.602598,2 -0.810084,3 0.348136,4 -0.90639,5 -1,6 0.21899,7 -0.667206,8 -0.567432,9 -0.611387,10 9}
{0 0.272082,1 0.531572,2 -0.809747,3 0.252637,4 -0.917866,5 -1,6 0.155304,7 -0.630719,8 -0.665359,9 -0.694289,10 9}
{0 0.180062,1 0.605989,2 -0.798155,3 0.358806,4 -0.911154,5 -1,6 0.223608,7 -0.626898,8 -0.559964,9 -0.583792,10 9}
{0 0.114179,1 0.641263,2 -0.753552,3 0.428496,4 -0.908726,5 -1,6 0.199304,7 -0.662394,8 -0.509176,9 -0.530838,10 9}
{0 0.106667,1 0.652073,2 -0.786747,3 0.426732,4 -0.909884,5 -1,6 0.147648,7 -0.693734,8 -0.548624,9 -0.563085,10 9}
{0 -0.544298,1 0.811795,2 -0.591534,3 0.727074,4 -0.878203,5 -0.90384,6 0.255216,7 -0.191057,8 -0.186367,9 0.042695,10 10}
{0 -0.604987,1 0.723651,2 -0.609523,3 0.604141,4 -0.879572,5 -0.909671,6 0.162697,7 0.061954,8 -0.178683,9 0.038504,10 10}
{0 -0.566565,1 0.745971,2 -0.563846,3 0.652756,4 -0.895251,5 -0.885908,6 0.306106,7 -0.022278,8 -0.237402,9 0.056629,10 10}
{0 -0.60187,1 0.760132,2 -0.55032,3 0.676806,4 -0.894395,5 -0.885908,6 0.368303,7 -0.10991,8 -0.33034,9 -0.015023,10 10}
{0 -0.564825,1 0.708691,2 -0.563181,3 0.60514,4 -0.891705,5 -0.895411,6 0.345954,7 -0.021017,8 -0.268033,9 -0.052935,10 10}
{0 -0.527532,1 0.664912,2 -0.554033,3 0.553416,4 -0.896347,5 -0.892585,6 0.35413,7 0.137796,8 -0.221689,9 0.074129,10 10}
{0 -0.547953,1 0.711688,2 -0.417234,3 0.67195,4 -0.894874,5 -0.890105,6 0.393648,7 0.087406,8 -0.083939,9 0.259707,10 10}
{0 -0.623233,1 0.723761,2 -0.492865,3 0.65485,4 -0.891949,5 -0.893539,6 0.343834,7 0.143487,8 -0.058675,9 0.263478,10 10}
{0 -0.561885,1 0.648819,2 -0.519685,3 0.548816,4 -0.895365,5 -0.895864,6 0.398753,7 0.183128,8 -0.220769,9 0.114267,10 10}
{0 -0.572881,1 0.703614,2 -0.506241,3 0.623592,4 -0.895077,5 -0.890618,6 0.422756,7 0.111827,8 -0.142962,9 0.170399,10 10}
{0 -0.607045,1 0.683464,2 -0.61264,3 0.55064,4 -0.882939,5 -0.909325,6 0.196006,7 0.186958,8 -0.170683,9 0.101551,10 10}
{0 -0.633259,1 0.74479,2 -0.583853,3 0.642737,4 -0.885535,5 -0.900645,6 0.351253,7 0.00459,8 -0.236136,9 0.035767,10 10}
{0 -0.585676,1 0.69871,2 -0.480467,3 0.628648,4 -0.895084,5 -0.782225,6 0.452323,7 0.123322,8 -0.134341,9 0.192163,10 10}
{0 -0.517497,1 0.688535,2 -0.372745,3 0.662385,4 -0.899322,5 -0.769599,6 0.493266,7 0.133435,8 -0.019122,9 0.318826,10 10}
{0 -0.617293,1 0.725992,2 -0.520581,3 0.645873,4 -0.884047,5 -0.904234,6 0.393157,7 0.050585,8 -0.167141,9 0.113528,10 10}
{0 -0.600122,1 0.716364,2 -0.512484,3 0.63704,4 -0.892428,5 -0.893539,6 0.392883,7 0.098683,8 -0.157189,9 0.168903,10 10}
{0 -0.535539,1 0.741096,2 -0.505197,3 0.671529,4 -0.894602,5 -0.887518,6 0.465964,7 -0.017178,8 -0.210549,9 0.124138,10 10}
{0 -0.476848,1 0.738633,2 -0.561177,3 0.644523,4 -0.888474,5 -0.897211,6 0.459596,7 -0.094566,8 -0.299937,9 -0.005095,10 10}
{0 -0.56409,1 0.795132,2 -0.577045,3 0.711205,4 -0.881049,5 -0.901873,6 0.340836,7 -0.128079,8 -0.218038,9 0.065971,10 10}
{0 -0.542825,1 0.738538,2 -0.540394,3 0.65331,4 -0.890364,5 -0.894481,6 0.402527,7 -0.001448,8 -0.223823,9 0.097987,10 10}
{0 -0.474202,1 0.71393,2 -0.429779,3 0.66939,4 -0.895654,5 -0.888567,6 0.550269,7 -0.004932,8 -0.220405,9 0.169565,10 10}
{0 -0.500647,1 0.706163,2 -0.527802,3 0.617443,4 -0.892176,5 -0.789904,6 0.457019,7 0.024982,8 -0.209158,9 0.073311,10 10}
{0 -0.558554,1 0.716652,2 -0.445603,3 0.666114,4 -0.891487,5 -0.894946,6 0.423546,7 0.032927,8 -0.152896,9 0.165821,10 10}
{0 -0.603046,1 0.744495,2 -0.525674,3 0.667208,4 -0.891553,5 -0.892096,6 0.354728,7 0.036846,8 -0.196263,9 0.151444,10 10}
{0 -0.560573,1 0.729408,2 -0.54707,3 0.63869,4 -0.893762,5 -0.890105,6 0.498819,7 -0.015389,8 -0.219385,9 0.035659,10 10}
{0 -0.639265,1 0.763602,2 -0.628906,3 0.647981,4 -0.876521,5 -0.909671,6 0.359752,7 -0.095619,8 -0.320441,9 -0.085201,10 10}
{0 -0.482477,1 0.559761,2 -0.943254,3 0.216904,4 -0.889203,5 -1,6 -0.05253,7 0.213138,8 -0.446019,9 -0.485006,10 11}
{0 -0.433036,1 0.513768,2 -0.94151,3 0.15281,4 -0.900577,5 -1,6 0.01876,7 0.221252,8 -0.520158,9 -0.561237,10 11}
{0 -0.445953,1 0.47304,2 -0.901512,3 0.120018,4 -0.908669,5 -1,6 -0.031603,7 0.282133,8 -0.487853,9 -0.521209,10 11}
{0 -0.475166,1 0.521664,2 -0.925146,3 0.173585,4 -0.903537,5 -1,6 0.012666,7 0.21809,8 -0.519295,9 -0.555797,10 11}
{0 -0.304096,1 0.524899,2 -0.894501,3 0.195794,4 -0.919961,5 -1,6 -0.166334,7 0.178314,8 -0.423311,9 -0.456704,10 11}
{0 -0.32172,1 0.432247,2 -0.830288,3 0.108216,4 -0.931792,5 -1,6 -0.036441,7 0.193175,8 -0.616645,9 -0.6105,10 11}
{0 -0.874171,1 0.731568,2 -0.981979,3 0.442663,4 -0.911405,5 -1,6 0.475141,7 -0.095172,8 -0.66608,9 -0.66905,10 11}
{0 -0.512723,1 0.541809,2 -0.938067,3 0.194453,4 -0.896285,5 -1,6 0.042184,7 0.196713,8 -0.555504,9 -0.577084,10 11}
{0 -0.571654,1 0.554868,2 -0.884502,3 0.24304,4 -0.900806,5 -1,6 0.030777,7 0.167489,8 -0.572306,9 -0.566042,10 11}
{0 -0.570008,1 0.540634,2 -0.858907,3 0.237771,4 -0.895858,5 -1,6 -0.041553,7 0.238804,8 -0.440197,9 -0.451828,10 11}
{0 -0.617307,1 0.533308,2 -0.908283,3 0.199658,4 -0.901744,5 -1,6 -0.086713,7 0.275253,8 -0.473079,9 -0.487057,10 11}
{0 -0.45498,1 0.568213,2 -0.906074,3 0.249597,4 -0.904145,5 -1,6 -0.021219,7 0.184369,8 -0.413317,9 -0.451593,10 11}
{0 -0.901742,1 0.677315,2 -0.960494,3 0.375215,4 -0.918951,5 -1,6 0.346792,7 0.035231,8 -0.62369,9 -0.640549,10 11}
{0 -0.541599,1 0.590166,2 -0.894812,3 0.286425,4 -0.89112,5 -1,6 -0.026786,7 0.108618,8 -0.52419,9 -0.557166,10 11}
{0 -0.514437,1 0.540613,2 -0.882173,3 0.224663,4 -0.899196,5 -1,6 -0.012012,7 0.153624,8 -0.562094,9 -0.592376,10 11}
{0 -0.578641,1 0.625667,2 -0.929529,3 0.317744,4 -0.889867,5 -1,6 -0.01706,7 0.085888,8 -0.523433,9 -0.549287,10 11}
{0 -0.468942,1 0.57239,2 -0.937846,3 0.237814,4 -0.900162,5 -1,6 -0.032964,7 0.128335,8 -0.554566,9 -0.578727,10 11}
{0 -0.486907,1 0.61032,2 -0.930296,3 0.295628,4 -0.890164,5 -1,6 -0.068899,7 0.143627,8 -0.442511,9 -0.446854,10 11}
{0 -0.578342,1 0.589936,2 -0.913493,3 0.275972,4 -0.895202,5 -1,6 -0.076432,7 0.174649,8 -0.471249,9 -0.490403,10 11}
{0 -0.5756,1 0.591977,2 -0.922984,3 0.273688,4 -0.890713,5 -1,6 -0.110848,7 0.19248,8 -0.45162,9 -0.463193,10 11}
{0 -0.504897,1 0.501026,2 -0.930184,3 0.141649,4 -0.898779,5 -1,6 -0.1403,7 0.296104,8 -0.468233,9 -0.494088,10 11}
{0 -0.493266,1 0.587428,2 -0.950878,3 0.251922,4 -0.899161,5 -1,6 -0.002059,7 0.146933,8 -0.520806,9 -0.535008,10 11}
{0 -0.521645,1 0.647556,2 -0.957704,3 0.334098,4 -0.886821,5 -1,6 -0.003548,7 0.063267,8 -0.511244,9 -0.516303,10 11}
{0 -0.572584,1 0.663574,2 -0.929504,3 0.371465,4 -0.877731,5 -1,6 -0.052221,7 0.057087,8 -0.446724,9 -0.474988,10 11}
{0 -0.558761,1 0.558728,2 -0.893888,3 0.243154,4 -0.903428,5 -1,6 -0.030801,7 0.1663,8 -0.56597,9 -0.560352,10 11}
{0 -0.583582,1 0.592207,2 -0.961602,3 0.252838,4 -0.876573,5 -1,6 -0.253507,7 0.25234,8 -0.373768,9 -0.405577,10 11}
{0 -0.10462,1 0.613954,2 -0.917453,3 0.307617,4 -0.888227,5 -1,6 0.222509,7 -0.199405,8 -0.613078,9 -0.604895,10 12}
{0 -0.146141,1 0.65599,2 -0.916748,3 0.367225,4 -0.888219,5 -1,6 0.103407,7 -0.26948,8 -0.595951,9 -0.59942,10 12}
{0 0.072865,1 0.527764,2 -0.918452,3 0.186065,4 -0.894278,5 -1,6 0.236054,7 -0.1544,8 -0.601505,9 -0.604579,10 12}
{0 0.063364,1 0.51778,2 -0.894957,3 0.185825,4 -0.893292,5 -1,6 0.171795,7 -0.120294,8 -0.574548,9 -0.570997,10 12}
{0 0.028835,1 0.585452,2 -0.910833,3 0.271153,4 -0.887429,5 -1,6 0.14775,7 -0.196919,8 -0.561933,9 -0.537303,10 12}
{0 -0.074129,1 0.604706,2 -0.889225,3 0.309683,4 -0.885353,5 -1,6 0.067851,7 -0.142385,8 -0.523521,9 -0.497443,10 12}
{0 0.025486,1 0.577973,2 -0.909311,3 0.261503,4 -0.890964,5 -1,6 0.230172,7 -0.202326,8 -0.583269,9 -0.567584,10 12}
{0 0.054537,1 0.602153,2 -0.889585,3 0.305928,4 -0.888575,5 -1,6 0.205954,7 -0.316701,8 -0.611104,9 -0.574315,10 12}
{0 0.003487,1 0.62009,2 -0.881076,3 0.335384,4 -0.880489,5 -1,6 0.168395,7 -0.296316,8 -0.561702,9 -0.545784,10 12}
{0 -0.084214,1 0.608266,2 -0.891474,3 0.313441,4 -0.887831,5 -1,6 0.298255,7 -0.214095,8 -0.626486,9 -0.589874,10 12}
{0 -0.069254,1 0.646922,2 -0.887461,3 0.369445,4 -0.887731,5 -1,6 0.342986,7 -0.401223,8 -0.686252,9 -0.658391,10 12}
{0 0.005199,1 0.602375,2 -0.893941,3 0.303922,4 -0.886362,5 -1,6 0.354439,7 -0.341017,8 -0.673125,9 -0.660526,10 12}
{0 -0.047133,1 0.621933,2 -0.875652,3 0.340757,4 -0.884538,5 -1,6 0.303855,7 -0.335159,8 -0.63813,9 -0.630844,10 12}
{0 -0.012184,1 0.642645,2 -0.871985,3 0.37138,4 -0.887189,5 -1,6 0.24944,7 -0.433083,8 -0.627224,9 -0.62385,10 12}
{0 -0.116354,1 0.599476,2 -0.864623,3 0.315442,4 -0.894528,5 -1,6 0.331459,7 -0.204834,8 -0.63533,9 -0.606533,10 12}
{0 -0.059717,1 0.616916,2 -0.892137,3 0.325139,4 -0.891904,5 -1,6 0.3262,7 -0.290629,8 -0.658111,9 -0.629276,10 12}
{0 0.057826,1 0.642802,2 -0.903101,3 0.355679,4 -0.882884,5 -1,6 0.241152,7 -0.458485,8 -0.604913,9 -0.603846,10 12}
{0 -0.008818,1 0.663018,2 -0.874612,3 0.398373,4 -0.887123,5 -1,6 0.332282,7 -0.548706,8 -0.660459,9 -0.659527,10 12}
{0 0.062431,1 0.65706,2 -0.873744,3 0.390516,4 -0.887851,5 -1,6 0.289013,7 -0.55101,8 -0.618175,9 -0.598887,10 12}
{0 -0.11919,1 0.668113,2 -0.857343,3 0.414043,4 -0.886455,5 -1,6 0.411875,7 -0.440295,8 -0.677114,9 -0.645103,10 12}
{0 -0.025312,1 0.661571,2 -0.884837,3 0.391217,4 -0.890729,5 -1,6 0.295115,7 -0.465015,8 -0.621344,9 -0.622734,10 12}
{0 -0.015247,1 0.624217,2 -0.870221,3 0.346709,4 -0.893625,5 -1,6 0.212897,7 -0.313899,8 -0.570042,9 -0.560757,10 12}
{0 -0.090013,1 0.662349,2 -0.863661,3 0.402917,4 -0.886004,5 -1,6 0.31512,7 -0.424658,8 -0.626652,9 -0.626497,10 12}
{0 -0.000891,1 0.684925,2 -0.853024,3 0.439437,4 -0.888497,5 -1,6 0.234726,7 -0.570495,8 -0.595727,9 -0.572788,10 12}
{0 -0.074719,1 0.683017,2 -0.874886,3 0.426102,4 -0.885356,5 -1,6 0.306798,7 -0.498957,8 -0.623928,9 -0.624559,10 12}
{0 -0.35669,1 0.751375,2 -0.8833,3 0.517683,4 -0.900959,5 -1,6 -0.119413,7 -0.193802,8 -0.326968,9 -0.345388,10 13}
{0 -0.372947,1 0.797711,2 -0.920119,3 0.56638,4 -0.88782,5 -1,6 -0.015164,7 -0.377615,8 -0.403109,9 -0.440874,10 13}
{0 -0.377123,1 0.8,2 -0.904661,3 0.576557,4 -0.89298,5 -1,6 0.087546,7 -0.483386,8 -0.486828,9 -0.516295,10 13}
{0 -0.282929,1 0.767065,2 -0.911081,3 0.526974,4 -0.900097,5 -1,6 0.013447,7 -0.501052,8 -0.548198,9 -0.579862,10 13}
{0 -0.318173,1 0.805236,2 -0.887943,3 0.591394,4 -0.897,5 -1,6 0.041028,7 -0.52821,8 -0.452015,9 -0.471095,10 13}
{0 -0.250605,1 0.753613,2 -0.914474,3 0.506353,4 -0.897017,5 -1,6 0.055098,7 -0.497966,8 -0.564547,9 -0.600079,10 13}
{0 -0.256841,1 0.749376,2 -0.906302,3 0.504173,4 -0.897899,5 -1,6 0.065121,7 -0.453178,8 -0.547338,9 -0.571264,10 13}
{0 -0.324031,1 0.808775,2 -0.889916,3 0.595531,4 -0.891454,5 -1,6 0.098092,7 -0.54559,8 -0.460552,9 -0.479007,10 13}
{0 -0.324056,1 0.814263,2 -0.920252,3 0.589876,4 -0.879705,5 -1,6 0.122505,7 -0.594767,8 -0.488987,9 -0.530073,10 13}
{0 -0.322775,1 0.795454,2 -0.870741,3 0.58529,4 -0.894903,5 -1,6 0.119557,7 -0.526816,8 -0.479222,9 -0.488888,10 13}
{0 -0.391503,1 0.814186,2 -0.909131,3 0.594675,4 -0.891799,5 -1,6 0.150503,7 -0.559818,8 -0.521668,9 -0.543468,10 13}
{0 -0.366123,1 0.814776,2 -0.900725,3 0.599226,4 -0.893107,5 -1,6 0.192967,7 -0.595947,8 -0.521148,9 -0.539822,10 13}
{0 -0.343162,1 0.787798,2 -0.892121,3 0.564927,4 -0.897973,5 -1,6 0.092712,7 -0.507857,8 -0.520295,9 -0.540241,10 13}
{0 -0.332465,1 0.76454,2 -0.92004,3 0.519248,4 -0.902164,5 -1,6 0.092134,7 -0.492378,8 -0.61185,9 -0.63205,10 13}
{0 -0.247618,1 0.748865,2 -0.927265,3 0.493566,4 -0.912189,5 -1,6 0.00536,7 -0.493718,8 -0.594298,9 -0.624916,10 13}
{0 -0.322046,1 0.776046,2 -0.91849,3 0.536297,4 -0.902526,5 -1,6 0.034197,7 -0.504671,8 -0.566093,9 -0.592047,10 13}
{0 -0.331598,1 0.752141,2 -0.928872,3 0.497489,4 -0.90791,5 -1,6 0.034956,7 -0.496017,8 -0.67502,9 -0.688188,10 13}
{0 -0.381535,1 0.811532,2 -0.903423,3 0.593461,4 -0.885257,5 -1,6 0.086072,7 -0.511072,8 -0.478773,9 -0.500442,10 13}
{0 -0.395908,1 0.791481,2 -0.88901,3 0.571533,4 -0.894804,5 -1,6 0.062823,7 -0.451614,8 -0.510023,9 -0.514667,10 13}
